AX,AY,AZ,GPS_Lat,GPS_Long,GX,GY,GZ
0.16112112,-0.83969396,1.2363715,33.8368052,-84.311771,-0.63779616,1.2169031,5.759928
-0.42211068,-0.85087925,-0.150069,33.8368052,-84.311771,2.636224,0.5539544,5.6377587
0.49414912,-0.41239014,-0.40107173,33.8368052,-84.311771,-0.109593146,-0.07545757,0.22397724
-0.6322339,1.468599,0.17670059,33.8368052,-84.311771,-0.2742823,0.82404464,-2.724258
-0.9859014,2.575674,0.84062606,33.8368052,-84.311771,1.5235244,0.5138301,9.648988
0.09174582,0.28482485,-0.13089426,33.8368052,-84.311771,0.078451924,-0.8204514,15.928136
1.0771146,0.8026761,-0.9789772,33.8368052,-84.311771,-1.6834226,1.6762362,7.4631133
-0.20759323,-0.70240813,0.9088029,33.8368052,-84.311771,1.6438972,0.76834977,6.209679
-0.10705899,-0.39281592,-0.20386481,33.8368052,-84.311771,-0.0868361,-0.054497138,0.23176254
-0.25845957,0.61825234,0.058722652,33.8368052,-84.311771,2.1858742,1.13905,17.974474
0.16737953,-0.31305432,-0.25859272,33.8368052,-84.311771,0.9947225,0.3653105,9.876558
0.0014647373,-0.0010652635,-0.000399,33.8368052,-84.311771,0.99711794,0.3982483,9.625631
-0.012650005,0.077764235,-0.16871111,33.8368052,-84.311771,0.32458735,-0.16289254,15.54965
1.3108068,0.08721845,-0.04833633,33.8368052,-84.311771,-0.28086987,2.6446083,9.544785
0.295078,-0.57284546,0.5844302,33.8368052,-84.311771,2.5242355,1.5702362,5.1969905
-0.28482485,-0.46591964,0.3805654,33.8368052,-84.311771,1.9397388,0.42340082,2.6631732
0.36312172,1.4941653,0.46711805,33.8368052,-84.311771,0.6467792,3.3800201,18.902122
-0.54954284,1.8406422,0.6579334,33.8368052,-84.311771,2.4865067,-0.30781898,9.216603
0.0011984215,0.0029294747,-0.000666,33.8368052,-84.311771,1.254033,-0.122169405,9.6968975
0.004261054,-0.041278962,0.006524739,33.8368052,-84.311771,1.1007224,-0.6072538,10.311337
0.4926844,0.75407344,-2.482863,33.8368052,-84.311771,-0.4970618,3.3147435,14.523188
0.5942839,-0.5254412,0.43196437,33.8368052,-84.311771,0.6964854,1.5145413,5.751544
-0.39907435,-0.9247819,0.14367741,33.8368052,-84.311771,3.3500767,0.8875248,4.4262457
0.025699483,0.8162582,0.32330748,33.8368052,-84.311771,-0.14911854,-0.07006775,0.49825954
-0.03488738,-1.120524,0.4036017,33.8368052,-84.311771,-0.31440654,-0.32698283,8.66205
-0.22437114,0.3881554,0.0139815835,33.8368052,-84.311771,1.4043493,0.18505071,9.674739
0.001997369,-0.04833633,0.0038615803,33.8368052,-84.311771,0.9042932,-0.011378523,13.555414
0.7462171,0.46165857,-2.3307965,33.8368052,-84.311771,-0.30781898,3.615975,10.17779
0.20093533,-0.004660528,0.6044039,33.8368052,-84.311771,1.2462478,1.2103156,5.6689
-0.18136111,-0.33302802,-0.06697845,33.8368052,-84.311771,3.4950032,1.6858181,7.1996107
0.056059495,0.09587371,-0.059787914,33.8368052,-84.311771,-0.11378523,-0.09881349,0.15750271
-0.11571425,0.12596741,0.81346184,33.8368052,-84.311771,7.0714526,1.2929596,19.823183
0.4134554,0.87178504,0.19361165,33.8368052,-84.311771,1.6145525,0.12696037,9.823258
0.0010652635,0.000932,-0.000399,33.8368052,-84.311771,1.5834113,0.14073436,9.649587
-0.0118510565,-0.12929636,-0.19800586,33.8368052,-84.311771,-0.61264366,1.0330502,13.903956
0.2801643,0.65420496,-1.61454,33.8368052,-84.311771,-1.4001572,3.5824382,9.70049
0.5427518,-0.96286505,0.9546093,33.8368052,-84.311771,2.2445633,2.049332,6.8720293
-0.004394212,-0.44741067,0.15046847,33.8368052,-84.311771,3.919003,1.5678407,6.146199
0.0997353,0.30839378,-0.051931597,33.8368052,-84.311771,0.123367146,0.13893776,0.63779616
-0.490687,1.4116074,0.16897742,33.8368052,-84.311771,-3.7615001,1.24505,21.93899
0.10799109,-0.90693873,0.5902892,33.8368052,-84.311771,-0.22517498,0.48628214,8.706367
0.000932,0.0035952644,-0.000799,33.8368052,-84.311771,-0.21858741,0.5545533,9.778343
0.004660528,-0.014514215,-0.000666,33.8368052,-84.311771,-2.7613878,-0.7743384,9.989744
-0.5391565,1.6074827,-2.1485033,33.8368052,-84.311771,-0.31081334,2.3122356,14.70764
1.6327827,-1.0795114,0.781504,33.8368052,-84.311771,-0.39285848,1.8115807,6.1917133
-0.17936374,-0.6850976,0.8383624,33.8368052,-84.311771,4.0226073,1.9900438,4.507093
-0.16458322,0.25180167,0.13915005,33.8368052,-84.311771,2.0553205,1.2761912,2.916495
-0.2713759,1.9085528,0.15592794,33.8368052,-84.311771,-5.315567,2.277501,22.171352
-0.70081025,1.5080137,-0.08335687,33.8368052,-84.311771,0.280271,1.2408578,8.654864
-0.000266,-0.016511586,-0.0010652635,33.8368052,-84.311771,0.032338962,0.78571695,9.678931
-0.44421488,-0.08761793,-0.8214513,33.8368052,-84.311771,-1.7139649,-0.59288096,14.380057
0.64182127,0.00905474,-0.4074633,33.8368052,-84.311771,-2.0565183,2.9009244,10.116106
0.7699192,-1.369263,1.1551452,33.8368052,-84.311771,3.9028335,2.006812,4.767002
-0.60546917,-0.01358211,0.17097479,33.8368052,-84.311771,4.907138,1.3606318,5.5209794
-0.006391581,-0.26857957,0.7733813,33.8368052,-84.311771,-0.11558184,-0.13175131,0.34554777
-0.0010652635,1.3133367,1.2471572,33.8368052,-84.311771,1.097728,-1.6900101,1.7522925
1.9848523,1.282311,-0.3292996,33.8368052,-84.311771,1.1174908,-0.0125762625,9.726841
0.000932,-0.000533,-0.000266,33.8368052,-84.311771,1.4336939,-0.03174009,9.612456
-0.5838976,0.68176866,-1.2582093,33.8368052,-84.311771,0.03473444,1.3588352,12.787065
0.24953797,-0.1031974,-0.69881284,33.8368052,-84.311771,-3.2075458,1.7205524,9.319011
-0.05299686,-0.98829824,1.3363731,33.8368052,-84.311771,3.169817,0.49825954,4.8029346
-0.05619265,0.05938844,-0.109722145,33.8368052,-84.311771,1.6265299,0.7198413,2.769772
0.5255744,-0.2406164,0.6072002,33.8368052,-84.311771,-0.12516375,-0.061084703,0.50903916
-0.44394857,0.6439518,0.6620613,33.8368052,-84.311771,0.82703894,0.1736722,10.535913
0.044341594,0.15406373,-0.0031957906,33.8368052,-84.311771,0.5228132,-0.18684733,9.73762
-1.8016269,1.4187979,-2.6399894,33.8368052,-84.311771,0.5383838,-2.9889584,14.829809
1.6711322,-0.24900535,0.4637891,33.8368052,-84.311771,-1.8523037,0.64138937,7.0768423
0.043542646,-0.8886961,0.57670707,33.8368052,-84.311771,1.6666542,1.7217503,4.9215107
-0.580036,-0.99708664,0.58922386,33.8368052,-84.311771,-0.080248535,-0.092824794,0.3174009
0.20266639,1.4421005,0.5443497,33.8368052,-84.311771,1.1156942,-1.7469027,4.8400645
1.2809794,0.27776745,-0.16658059,33.8368052,-84.311771,0.9839428,0.5952764,9.713666
0.046605278,-0.40000644,0.00519316,33.8368052,-84.311771,-2.0217838,-0.3293783,14.148295
0.9242493,1.0482193,-1.353151,33.8368052,-84.311771,-0.5916832,2.5703485,10.610772
0.58376443,-0.5419528,0.5667202,33.8368052,-84.311771,1.4875922,1.0965303,5.6754875
-0.19041586,-0.46778384,-0.015180005,33.8368052,-84.311771,2.0217838,0.5030505,2.7206647
0.24021693,-0.41185752,0.6065344,33.8368052,-84.311771,-0.108994275,-0.06647453,0.5461691
-0.6093307,0.7539403,0.56205964,33.8368052,-84.311771,1.9457275,0.16409028,10.808399
0.014913689,0.042344224,0.000266,33.8368052,-84.311771,0.42879066,-0.058090355,9.766965
-0.7203845,0.57763916,-0.82797605,33.8368052,-84.311771,-0.44076806,1.24505,13.214658
0.27310693,0.039148435,0.3210438,33.8368052,-84.311771,-2.9668002,1.479208,9.23996
-0.36258906,-1.0976208,1.1379677,33.8368052,-84.311771,1.7169592,0.6060561,6.607329
0.31851378,-0.6350302,-0.27590325,33.8368052,-84.311771,-0.07186436,-0.09701688,0.19942358
0.47723806,-0.18069533,0.09108003,33.8368052,-84.311771,4.2669463,3.4722462,13.9165325
0.50386965,0.22197428,0.09174582,33.8368052,-84.311771,0.7294232,0.34135568,8.023057
0.000399,-0.0037284223,-0.000932,33.8368052,-84.311771,-1.6870158,-0.28326535,11.149156
-0.6455497,1.4784526,-1.1982883,33.8368052,-84.311771,-1.0929371,0.053898267,11.352772
0.7424887,-0.83822924,0.32051116,33.8368052,-84.311771,-1.4283041,0.951005,9.814276
0.45699805,-1.0265145,0.5482112,33.8368052,-84.311771,2.4200323,1.0492196,6.0054646
-0.15845795,-0.068176866,0.1583248,33.8368052,-84.311771,1.162406,0.31620318,3.8824718
0.5207807,1.1223882,0.81279606,33.8368052,-84.311771,-0.34435004,3.4668562,15.053786
0.029827379,0.87551343,0.60160756,33.8368052,-84.311771,2.003219,0.22816934,11.828873
-0.00519316,-0.026897904,-0.000533,33.8368052,-84.311771,1.3941685,0.26470038,9.56814
-0.3900196,0.34514537,-0.6163881,33.8368052,-84.311771,0.9474118,2.6206536,16.108994
-0.08215845,-0.035286855,0.30160272,33.8368052,-84.311771,0.0670734,0.62462103,6.32586
-0.06498107,-0.20785955,0.44874227,33.8368052,-84.311771,2.5254333,1.2546319,4.542426
0.23129535,0.569117,0.0075900024,33.8368052,-84.311771,-0.107197665,-0.056892615,0.43477935
-0.6945518,0.5669865,0.15406373,33.8368052,-84.311771,0.89411235,0.27068907,10.227495
-0.014514215,-0.09920266,-0.000533,33.8368052,-84.311771,1.5390949,0.11737845,9.625631
0.023302639,0.03435475,-0.12237215,33.8368052,-84.311771,1.5091515,-0.6006662,14.761538
0.85633874,0.44314963,-1.5793864,33.8368052,-84.311771,-0.41681325,0.9623835,9.195643
0.16165374,-0.67178184,0.5432844,33.8368052,-84.311771,1.4887899,2.0050156,6.8558598
-0.15779217,-0.14514215,-0.30186906,33.8368052,-84.311771,0.9528016,0.56533295,1.5995808
-0.15433006,0.25939167,-0.61558914,33.8368052,-84.311771,0.95938915,5.1059623,20.8742
-0.34780854,-0.22916481,0.16045532,33.8368052,-84.311771,0.44496015,1.7714564,8.263204
-0.0018642112,-0.000133,-0.000399,33.8368052,-84.311771,0.49346858,1.9696822,9.583112
-0.000133,0.000399,0.000133,33.8368052,-84.311771,0.4928697,1.9636935,9.586106
0.030493168,-0.0030626326,0.0033289485,33.8368052,-84.311771,0.7414006,1.9409364,9.786129
-0.74049133,0.6562023,-0.7588671,33.8368052,-84.311771,-2.6955123,-0.9192649,11.957031
0.74195606,-1.3736573,-0.4327633,33.8368052,-84.311771,2.7128794,0.8048808,4.858629
-0.37337488,0.1801627,-0.32304117,33.8368052,-84.311771,-0.27967212,-0.11558184,0.87075645
-1.3642031,-2.3963103,0.8283756,33.8368052,-84.311771,-1.0941348,-6.380956,-1.957106
-3.0542436,8.201331,-1.9130801,33.8368052,-84.311771,-2.1559308,4.3340197,-4.516675
3.4838111,-1.161803,0.589357,33.8368052,-84.311771,0.10360444,0.36650822,-9.763371
0.0010652635,0.000399,-0.000266,33.8368052,-84.311771,0.3653105,0.29344612,-9.80649
-1.004943,0.55859756,3.4272192,33.8368052,-84.311771,8.875248,4.343003,-4.3477936
0.43995383,4.9987493,2.6832657,33.8368052,-84.311771,6.1432047,-1.5402927,10.164615
1.3334436,0.7202513,0.072171606,33.8368052,-84.311771,0.3096156,3.2225175,4.9490585
-0.24767376,-0.48083332,0.30186906,33.8368052,-84.311771,-0.1143841,-0.020361567,0.11618071
-0.9370324,3.1567752,1.294961,33.8368052,-84.311771,-3.0129132,0.119773924,6.2036905
-0.09440898,-0.3359575,-0.012783162,33.8368052,-84.311771,-1.8618857,0.36770597,9.590898
0.06804371,-0.110387936,-0.031292114,33.8368052,-84.311771,-2.7715688,-0.9348355,9.690908
-0.8298403,3.0129647,0.17110795,33.8368052,-84.311771,-9.928061,-0.17846315,8.965677
1.021854,-2.380864,2.2648835,33.8368052,-84.311771,3.0716023,2.2074335,3.7429352
-0.7687208,0.105727404,-0.012650005,33.8368052,-84.311771,0.2760789,-0.19403376,0.34554777
1.3499552,1.2443609,0.3045322,33.8368052,-84.311771,-1.7085751,4.240596,10.5952015
-1.6176027,0.295078,0.16658059,33.8368052,-84.311771,0.09042931,1.8037953,9.548976
0.03155843,-0.1339569,-0.9756482,33.8368052,-84.311771,-1.5744283,1.4223154,12.855934
-0.60453707,1.1884346,0.14048162,33.8368052,-84.311771,-3.7123928,-0.57072276,7.3565145
0.06697845,-1.3558141,-0.49841017,33.8368052,-84.311771,2.4493768,1.5582588,4.838268
